Title,Location,Price,Description,Attributes,Post ID,Post Date,Update Date,Notice,Url
Brand new sealed motorola moto e, (Tarzana 91356),$20,"QR Code Link to This Post   Brand new sealed. Great as a music player, gps navigation or tester of some spps before installing on your main phone. only $20. unlimited talk and text free with "" text now"" app . works as free phone using "" text now"" app. please t x t me at 31O five five four 62O4 if you're interested.   Thanks","['condition: new', 'make / manufacturer: Motorola', 'mobile OS: android', 'model name / number: E']",post id: 7399584618,posted: 2021-10-26 13:50,updated: 2021-11-23 14:48,do NOT contact me with unsolicited services or offers,https://losangeles.craigslist.org/sfv/mob/d/tarzana-brand-new-sealed-motorola-moto/7399584618.html
Firm Price! New Pink Case for iPhone XS Max, (El Cajon),$10,"QR Code Link to This Post   Brand new case in a package, never been used. For pick up in El Cajon only. Price is firm. PHONE NOT INCLUDED.","['condition: new', 'mobile OS: apple iOS']",post id: 7402668392,posted: 2021-11-02 13:58,updated: 2021-11-23 14:30,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/csd/mob/d/el-cajon-firm-price-new-pink-case-for/7402668392.html
iPhone 11 Pro Max 258 gb, (Lompoc),$450,"QR Code Link to This Post   iPhone 11 Pro Max 258 gb unlocked , works with any carrier , back is cracked , front a little bit cracked  I don’t ship price is firm , cash only",['mobile OS: apple iOS'],post id: 7411943019,posted: 2021-11-23 14:13,,do NOT contact me with unsolicited services or offers,https://santamaria.craigslist.org/mob/d/lompoc-iphone-11-pro-max-258-gb/7411943019.html
FIRM PRICE! NEW Premium Dual-Layer Case for Samsung Galaxy S9 Plus, (EL CAJON),$15,"QR Code Link to This Post   Brand new case, never been used. For pick up in El Cajon only. Price is firm. PHONE NOT INCLUDED.","['condition: new', 'mobile OS: android']",post id: 7402657541,posted: 2021-11-02 13:35,updated: 2021-11-23 14:23,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/csd/mob/d/el-cajon-firm-price-new-premium-dual/7402657541.html
BLACK---128gb-SEALED!     FACTORY UNLOCK----IPHONE13! SEALED, (LOS ANGELES),"$1,050",QR Code Link to This Post   UNLOCK----SEALED  #323----604---66--87 THANK YOU  ANY CARRIER  ANY COUNTRY  AT&t----T--MOBILE---METRO,['mobile OS: apple iOS'],post id: 7398696171,posted: 2021-10-24 15:59,updated: 2021-11-23 13:47,do NOT contact me with unsolicited services or offers,https://losangeles.craigslist.org/lac/mob/d/los-angeles-black-128gb-sealed-factory/7398696171.html
Firm Price! Like New UNLOCKED Samsung Galaxy S20 PLUS, (El Cajon),$640,"QR Code Link to This Post   Like new, no scratches or dents. Works great. Unlocked. For pick up only in El Cajon. PRICE IS FIRM, all offers will be ignored and blocked. If you don't like the price then keep on scrolling. Case included.","['condition: like new', 'mobile OS: android']",post id: 7408908841,posted: 2021-11-16 14:24,updated: 2021-11-23 14:22,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/esd/mob/d/el-cajon-firm-price-like-new-unlocked/7408908841.html
Firm Price! Brand New Case for Samsung Galaxy S20 or S20 Plus, (El Cajon),$20,"QR Code Link to This Post   Brand new case, never been used. For pick up in El Cajon only. Price is firm. PHONE NOT INCLUDED!!","['condition: new', 'mobile OS: android']",post id: 7408908656,posted: 2021-11-16 14:23,updated: 2021-11-23 14:22,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/csd/mob/d/el-cajon-firm-price-brand-new-case-for/7408908656.html
Firm Price! Brand New in a Package Clear Case for Samsung S21 PLUS, (El Cajon),$20,"QR Code Link to This Post   Brand new in a package clear case for Samsung Galaxy S21+ only, never been used. For pick up in El Cajon only. Price is firm. PHONE NOT INCLUDED!!","['condition: new', 'mobile OS: android']",post id: 7408864505,posted: 2021-11-16 12:49,updated: 2021-11-23 14:20,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/csd/mob/d/el-cajon-firm-price-brand-new-in/7408864505.html
black   FACTORY UNLOCKED!128gb! IPHONE13----SEALED!, (LOS ANGELES),"$1,000",QR Code Link to This Post   FACTORY UNLOCK SEALED OK TRADE  #323----604---66--87 THANK YOU  AT&t----T--MOBILE---METRO ANY CARRIER ANY COUNTRY OK,['mobile OS: apple iOS'],post id: 7398695504,posted: 2021-10-24 15:57,updated: 2021-11-23 13:47,do NOT contact me with unsolicited services or offers,https://losangeles.craigslist.org/lac/mob/d/los-angeles-black-factory-unlocked128gb/7398695504.html
AT&T 256gb Sierra Blue IPhone 13 MaxPro + Apple Watch 7 (black),,"$2,000","QR Code Link to This Post   Hello  Literally just recieved this Phone and Watch 11/16/2021  I've been with Samsung/Android for years, but wanted to try something new... Sometimes things don't need to change. Not into Apple/IPhone apparently lol.   Not a fan of IOS etc. So trying to sell ASAP  Everything included with first opening (Except the little cardboard pieces/flaps to hold the charger cords in place. Had to rip those off to get cords undone)   Screen protected before I even turned it on. Apple watch as well. Completely clean, factory reset completed, so ready to go out of the box. Only used on my day off, so I haven't even taken it outside.  I have:  2 generic cases 2 generic watch bump covers 1 wall charger 20w [fast charge] (IPhone doesn't come with one) xD 1 wired headset (Iphone doesn't come with one) xxD  Screen dust removers/alcohol pads that came with the protectors as well  All included for free when you buy them. (If you want them)  Selling TOGETHER!  I WILL NOT sell separately.  Don't ask: Or I will ignore your messages ^_^  Pick up Only - Near my Location  Local Starbucks.  * No handling of phone or watch etc until money has exchanged hands. You will see condition at time of purchase, and quality will be noticed. 100% perfect condition. I've dealt with a few potential dashers before, LAPD was called and my items were returned. US NAVY Veteran *  Call or Text.  Available: Mid Afternoons and evenings.   Thank you!!   3Two3 4Five6 Six49Zero","['condition: excellent', 'make / manufacturer: Apple', 'mobile OS: apple iOS', 'model name / number: Iphone 13 Max Pro 256gb']",post id: 7409459771,posted: 2021-11-17 19:45,updated: 2021-11-23 14:17,do NOT contact me with unsolicited services or offers,https://losangeles.craigslist.org/lac/mob/d/los-angeles-att-256gb-sierra-blue/7409459771.html
Firm Price! Brand New in a Package Premium Jordan Case for iPhone 11, (El Cajon),$10,"QR Code Link to This Post   Brand new case, never been used. For pick up in El Cajon only. Price is firm. Only for iPhone 11. Phone NOT included.","['condition: new', 'mobile OS: apple iOS']",post id: 7399408110,posted: 2021-10-26 08:42,updated: 2021-11-23 14:14,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/csd/mob/d/el-cajon-firm-price-brand-new-in/7399408110.html
Firm Price! Brand New Case & Screen Protector for Galaxy S10 Plus, (El Cajon),$20,"QR Code Link to This Post   Brand new in a package, never been used. For pick up in El Cajon only. Price is firm. PHONE NOT INCLUDED!","['condition: new', 'mobile OS: android']",post id: 7408854227,posted: 2021-11-16 12:28,updated: 2021-11-23 14:14,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/csd/mob/d/el-cajon-firm-price-brand-new-case/7408854227.html
Firm Price! Brand New in a Package Case for iPhone 12 or 12 PRO, (EL CAJON),$15,"QR Code Link to This Post   Brand new in a package, never been used. PHONE NOT INCLUDED! For iPhone 12 or 12 PRO only. Price is firm. For pick up only in El Cajon.","['condition: new', 'mobile OS: apple iOS']",post id: 7402387452,posted: 2021-11-02 04:02,updated: 2021-11-23 14:13,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/csd/mob/d/el-cajon-firm-price-brand-new-in/7402387452.html
Firm Price! Brand New in a Package Case for Google Pixel 5 (6.0), (EL CAJON),$20,"QR Code Link to This Post   PHONE NOT INCLUDED! Brand new in a package case, never been used. For pick up only in El Cajon. Price is firm. Only for Google Pixel 5 (6.0"").","['condition: new', 'mobile OS: android']",post id: 7402387639,posted: 2021-11-02 04:04,updated: 2021-11-23 14:13,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/csd/mob/d/el-cajon-firm-price-brand-new-in/7402387639.html
FIRM PRICE! NEW in a Package Universal Case, (EL CAJON),$15,"QR Code Link to This Post   Brand new in a package, never been used. For pick up only in El Cajon. Price is firm.","['condition: new', 'mobile OS: apple iOS']",post id: 7402610341,posted: 2021-11-02 12:05,updated: 2021-11-23 14:13,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/csd/mob/d/el-cajon-firm-price-new-in-package/7402610341.html
Firm Price! Brand New in a Package Case for iPhone 12 or 12 PRO, (EL CAJON),$20,"QR Code Link to This Post   Brand new in a package, never been used. PHONE NOT INCLUDED! For iPhone 12 or 12 PRO only. Price is firm. For pick up only in El Cajon.","['condition: new', 'mobile OS: apple iOS']",post id: 7402630293,posted: 2021-11-02 12:42,updated: 2021-11-23 14:13,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/csd/mob/d/el-cajon-firm-price-brand-new-in/7402630293.html
Firm Price! Brand New Clear Case for iPhone 12 or 12 Pro, (EL CAJON),$20,"QR Code Link to This Post   Brand new in a package, never been used. Only for pick up in El Cajon. Price is firm. PHONE NOT INCLUDED!!","['condition: new', 'mobile OS: apple iOS']",post id: 7402607904,posted: 2021-11-02 12:01,updated: 2021-11-23 14:12,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/csd/mob/d/el-cajon-firm-price-brand-new-clear/7402607904.html
PURPLE!  GALAXYS9 PLUS!  T MOBILE---METROP! 64GB! WITH CHARGER, (LOS ANGELES),$250,QR Code Link to This Post   IN GREAT CONDITION WITH CHARGER   #323----604---66--87  THANK YOU,['mobile OS: android'],post id: 7398697108,posted: 2021-10-24 16:01,updated: 2021-11-23 13:48,do NOT contact me with unsolicited services or offers,https://losangeles.craigslist.org/lac/mob/d/los-angeles-purple-galaxys9-plus-mobile/7398697108.html
iPhone 6 64GB AT&T Unlocked Silver with cracked screen, (Rancho Penasquitos),$55,"QR Code Link to This Post   We are selling our iPhone 6 - 64 gb that is in perfect working condition in spite of the screen crack.  We've finally upgraded and this would be a great phone if you've lost yours or need one for a first time owner.  Original carrier was ATT so it can be ported to any other carrier, not like Sprint and other providers as this is a GSM phone.  Bring your SIM card if you want to test the call or text functionality.  If not you can test all the other features via wifi.   Firm on price - $55.  We are including two cases.","['condition: good', 'make / manufacturer: Apple', 'mobile OS: apple iOS', 'model name / number: 6', 'size / dimensions: 64 GB']",post id: 7411940977,posted: 2021-11-23 14:09,,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/csd/mob/d/san-diego-iphone-64gb-att-unlocked/7411940977.html
Get some money $ for your used iPhone or galaxy new or used !!, (San Diego),"$690,000",QR Code Link to This Post   Get some money $ for your used iPhone or galaxy new or used !! 619 636-1111,['mobile OS: apple iOS'],post id: 7411942697,posted: 2021-11-23 14:13,,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/csd/mod/d/san-diego-get-some-money-for-your-used/7411942697.html
iPhone 12 Pro 256 gb, (Pomona),$900,QR Code Link to This Post   Gold one 256 gb iPhone 12 Pro no scratches comes with screen protector the private one very good codititon,['mobile OS: apple iOS'],post id: 7411912631,posted: 2021-11-23 13:06,,it's ok to contact this poster with services or other commercial interests,https://inlandempire.craigslist.org/mob/d/pomona-iphone-12-pro-256-gb/7411912631.html
Tracfone: Samsung S150G  7 New Phones, (Escondido),$95,"QR Code Link to This Post   Seven New Tracfones: Samsung S150G, new in sealed boxes.  Selling all seven phones for only $95.00, no haggle price, I will not sell them seperately. In Escondido, call  show contact info","['condition: new', 'make / manufacturer: Samsung Tracfone', 'mobile OS: android', 'model name / number: Samsung S150G']",post id: 7411938068,posted: 2021-11-23 14:03,,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/nsd/mob/d/escondido-tracfone-samsung-s150g-new/7411938068.html
iPhone 6 Plus 64gb AT&T w/Mophie Charger Case, (La Mesa),$99,QR Code Link to This Post   iPhone 6+ 64gb Gold in excellent condition with Mophie Power charger case. Wiped clean...ATT,"['condition: excellent', 'make / manufacturer: iphone', 'mobile OS: apple iOS']",post id: 7407187801,posted: 2021-11-12 15:03,updated: 2021-11-23 13:52,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/esd/mob/d/spring-valley-iphone-plus-64gb-att/7407187801.html
IPHONE 12,,$400,QR Code Link to This Post   iPhone 12  128 gig  Comes with charger and head phones   T mobile,"['make / manufacturer: T mobile', 'mobile OS: apple iOS', 'model name / number: iPhone 12/ 128 gig']",post id: 7411930305,posted: 2021-11-23 13:44,updated: 2021-11-23 17:27,do NOT contact me with unsolicited services or offers,https://inlandempire.craigslist.org/mob/d/colton-iphone-12/7411930305.html
"iphone 6s 32 GB, excellent condition", (Santa Barbara),$125,"QR Code Link to This Post   iphone 6s 32 GB, space grey in excellent condition. Currently used on AT&T network but can be unlocked to use with Verizon or T-mobile. Selling after having upgraded to an iphone 12. Excellent working and cosmetic condition. Fully functional with no defects Price is $125.00","['condition: excellent', 'make / manufacturer: Apple', 'mobile OS: apple iOS', 'model name / number: iphone 6s']",post id: 7411922826,posted: 2021-11-23 13:28,,do NOT contact me with unsolicited services or offers,https://santabarbara.craigslist.org/mob/d/santa-barbara-iphone-6s-32-gb-excellent/7411922826.html
Cricket Ovation 2 (FREE WHEN YOU SWITCH/PORT-OVER), (Santa Ana),$129,"QR Code Link to This Post   Come over to @Cricket Wireless and check out our Cricket Ovation 2. One of the best phones we have in our store that you can take for FREE when you SWITCH/PORT-OVER.  Here are some specs on it:  Display 6.82” HD  Storage 32GB  Battery 3,900 mAh  Front Camera 8MP with full HD Video  Triple Rear Camera 13MP Main with full HD Video 5MP Ultra-wide 2MP Depth","['condition: new', 'make / manufacturer: CRICKET', 'mobile OS: android']",post id: 7411892979,posted: 2021-11-23 12:24,,do NOT contact me with unsolicited services or offers,https://orangecounty.craigslist.org/mob/d/santa-ana-cricket-ovation-free-when-you/7411892979.html
like new iphone 11 pro 256, (Carlsbad),$700,QR Code Link to This Post   This is a like new iPhone 11 Pro 256mg. Absolutely no scratches dents or damage on the front or back. Screen has had a screen protector placed on it since day one. Just changing phone types and wanted to sell it in perfect condition. Battery is exceptional and it is unlocked for any carrier. I will restore the phone before the sale. Cash only meeting at a public place. ￼￼￼￼￼￼,"['condition: like new', 'make / manufacturer: apple iphone 11 pro', 'mobile OS: apple iOS', 'model name / number: iphone 11 pro']",post id: 7411907305,posted: 2021-11-23 12:55,,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/nsd/mob/d/carlsbad-like-new-iphone-11-pro-256/7411907305.html
